airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,departure_airport,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arrival_airport,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,arr_actual,arr_actual_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,arr_actual_ts,dep_actual_ts,departure_delay,delay_category,departure_terminal,arrival_terminal
NP,NIA,NP174,NIA174,174,SHJ,OMSJ,,,2025-04-26 09:00,2025-04-26 05:00,2025-04-26 10:09,2025-04-26 06:09,2025-04-26 10:09,2025-04-26 06:09,CAI,HECA,1,,,2025-04-26 11:45,2025-04-26 08:45,,,,,,,,active,225,69,69.0,,A320,1745657100,1745643600,,1745647740.0,,1745647740.0,69,Long Delay,Unknown,1
UA,UAL,UA366,UAL366,366,DEN,KDEN,,B37,2025-04-25 19:25,2025-04-26 01:25,2025-04-26 00:10,2025-04-26 06:10,2025-04-26 00:10,2025-04-26 06:10,BIL,KBIL,,B4,,2025-04-25 20:58,2025-04-26 02:58,2025-04-26 01:47,2025-04-26 07:47,,,,,,active,93,289,285.0,289.0,A319,1745636280,1745630700,1745653620.0,1745647800.0,,1745647800.0,285,Long Delay,Unknown,Unknown
JX,SJX,JX742,SJX742,742,BKK,VTBS,,,2025-04-26 13:10,2025-04-26 06:10,,,,,TPE,RCTP,2,D8,,2025-04-26 18:00,2025-04-26 10:00,2025-04-26 19:43,2025-04-26 11:43,,,,,,scheduled,230,103,,103.0,,1745661600,1745647800,1745667780.0,,,,0,On Time,Unknown,2
AK,AXM,AK6465,AXM6465,6465,SBW,WBGS,,3B,2025-04-26 13:10,2025-04-26 05:10,2025-04-26 14:10,2025-04-26 06:10,2025-04-26 14:10,2025-04-26 06:10,KCH,WBGG,,,,2025-04-26 13:45,2025-04-26 05:45,2025-04-26 14:45,2025-04-26 06:45,2025-04-26 14:45,2025-04-26 06:45,,,,landed,35,60,60.0,60.0,,1745646300,1745644200,1745649900.0,1745647800.0,1745649900.0,1745647800.0,60,Long Delay,Unknown,Unknown
LH,DLH,LH8758,DLH8758,8758,DEN,KDEN,,B37,2025-04-25 19:25,2025-04-26 01:25,2025-04-26 00:10,2025-04-26 06:10,2025-04-26 00:10,2025-04-26 06:10,BIL,KBIL,,B4,,2025-04-25 20:58,2025-04-26 02:58,2025-04-26 01:47,2025-04-26 07:47,,,UA,366,UA366,active,93,289,285.0,289.0,,1745636280,1745630700,1745653620.0,1745647800.0,,1745647800.0,285,Long Delay,Unknown,Unknown
AC,ACA,AC5231,ACA5231,5231,DEN,KDEN,,B37,2025-04-25 19:25,2025-04-26 01:25,2025-04-26 00:10,2025-04-26 06:10,2025-04-26 00:10,2025-04-26 06:10,BIL,KBIL,,B4,,2025-04-25 20:58,2025-04-26 02:58,2025-04-26 01:47,2025-04-26 07:47,,,UA,366,UA366,active,93,289,285.0,289.0,,1745636280,1745630700,1745653620.0,1745647800.0,,1745647800.0,285,Long Delay,Unknown,Unknown
W6,WZZ,W62271,WZZ2271,2271,BUD,LHBP,,,2025-04-26 06:45,2025-04-26 04:45,2025-04-26 08:10,2025-04-26 06:10,2025-04-26 08:10,2025-04-26 06:10,EIN,EHEH,,,,2025-04-26 08:55,2025-04-26 06:55,2025-04-26 09:56,2025-04-26 07:56,,,,,,active,130,61,85.0,61.0,,1745650500,1745642700,1745654160.0,1745647800.0,,1745647800.0,85,Long Delay,Unknown,Unknown
TP,TAP,TP8335,TAP8335,8335,PEK,ZBAA,3,,2025-04-26 13:30,2025-04-26 05:30,2025-04-26 14:11,2025-04-26 06:11,2025-04-26 14:11,2025-04-26 06:11,FRA,EDDF,1,B45A,,2025-04-26 18:00,2025-04-26 16:00,2025-04-26 19:25,2025-04-26 17:25,,,CA,931,CA931,active,630,85,41.0,85.0,,1745683200,1745645400,1745688300.0,1745647860.0,,1745647860.0,41,Long Delay,3,1
CA,CCA,CA931,CCA931,931,PEK,ZBAA,3,,2025-04-26 13:30,2025-04-26 05:30,2025-04-26 14:11,2025-04-26 06:11,2025-04-26 14:11,2025-04-26 06:11,FRA,EDDF,1,B45A,,2025-04-26 18:00,2025-04-26 16:00,2025-04-26 19:25,2025-04-26 17:25,,,,,,active,630,85,41.0,85.0,,1745683200,1745645400,1745688300.0,1745647860.0,,1745647860.0,41,Long Delay,3,1
LH,DLH,LH7321,DLH7321,7321,PEK,ZBAA,3,,2025-04-26 13:30,2025-04-26 05:30,2025-04-26 14:11,2025-04-26 06:11,2025-04-26 14:11,2025-04-26 06:11,FRA,EDDF,1,B45A,,2025-04-26 18:00,2025-04-26 16:00,2025-04-26 19:25,2025-04-26 17:25,,,CA,931,CA931,active,630,85,41.0,85.0,,1745683200,1745645400,1745688300.0,1745647860.0,,1745647860.0,41,Long Delay,3,1
DY,NOZ,DY1050,NOZ1050,1050,OSL,ENGM,,D7,2025-04-26 07:00,2025-04-26 05:00,2025-04-26 08:12,2025-04-26 06:12,2025-04-26 08:12,2025-04-26 06:12,GDN,EPGD,,,,2025-04-26 08:25,2025-04-26 06:25,2025-04-26 09:30,2025-04-26 07:30,,,,,,active,85,72,72.0,65.0,B738,1745648700,1745643600,1745652600.0,1745647920.0,,1745647920.0,72,Long Delay,Unknown,Unknown
AZ,ITY,AZ2802,ITY2802,2802,HND,RJTT,2,51,2025-04-26 14:10,2025-04-26 05:10,2025-04-26 15:13,2025-04-26 06:13,2025-04-26 15:13,2025-04-26 06:13,AXT,RJSK,,,,2025-04-26 15:15,2025-04-26 06:15,2025-04-26 16:20,2025-04-26 07:20,2025-04-26 16:20,2025-04-26 07:20,NH,405,NH405,landed,65,63,63.0,65.0,,1745648100,1745644200,1745652000.0,1745647980.0,1745652000.0,1745647980.0,63,Long Delay,2,Unknown
LH,DLH,LH4900,DLH4900,4900,HND,RJTT,2,51,2025-04-26 14:10,2025-04-26 05:10,2025-04-26 15:13,2025-04-26 06:13,2025-04-26 15:13,2025-04-26 06:13,AXT,RJSK,,,,2025-04-26 15:15,2025-04-26 06:15,2025-04-26 16:20,2025-04-26 07:20,2025-04-26 16:20,2025-04-26 07:20,NH,405,NH405,landed,65,63,63.0,65.0,,1745648100,1745644200,1745652000.0,1745647980.0,1745652000.0,1745647980.0,63,Long Delay,2,Unknown
G4,AAY,G4991,AAY991,991,AVL,KAVL,,5,2025-04-25 21:33,2025-04-26 01:33,2025-04-26 02:13,2025-04-26 06:13,2025-04-26 02:13,2025-04-26 06:13,PIE,KPIE,,4,,2025-04-25 23:11,2025-04-26 03:11,2025-04-26 03:44,2025-04-26 07:44,,,,,,active,98,273,280.0,273.0,B38M,1745637060,1745631180,1745653440.0,1745647980.0,,1745647980.0,280,Long Delay,Unknown,Unknown
NH,ANA,NH405,ANA405,405,HND,RJTT,2,51,2025-04-26 14:10,2025-04-26 05:10,2025-04-26 15:13,2025-04-26 06:13,2025-04-26 15:13,2025-04-26 06:13,AXT,RJSK,,,,2025-04-26 15:15,2025-04-26 06:15,2025-04-26 16:20,2025-04-26 07:20,2025-04-26 16:20,2025-04-26 07:20,,,,landed,65,63,63.0,65.0,,1745648100,1745644200,1745652000.0,1745647980.0,1745652000.0,1745647980.0,63,Long Delay,2,Unknown
UA,UAL,UA5539,UAL5539,5539,ACV,KACV,,1,2025-04-25 16:36,2025-04-25 23:36,2025-04-25 23:14,2025-04-26 06:14,2025-04-25 23:14,2025-04-26 06:14,SFO,KSFO,3,F9,4,2025-04-25 17:49,2025-04-26 00:49,2025-04-26 00:15,2025-04-26 07:15,2025-04-26 00:15,2025-04-26 07:15,OO,5539,OO5539,landed,73,386,398.0,386.0,,1745628540,1745624160,1745651700.0,1745648040.0,1745651700.0,1745648040.0,398,Long Delay,Unknown,3
F9,FFT,F94345,FFT4345,4345,DEN,KDEN,,A76,2025-04-25 22:53,2025-04-26 04:53,2025-04-26 00:14,2025-04-26 06:14,2025-04-26 00:14,2025-04-26 06:14,LAX,KLAX,1,,,2025-04-26 00:31,2025-04-26 07:31,2025-04-26 01:42,2025-04-26 08:42,,,,,,active,158,71,81.0,71.0,A21N,1745652660,1745643180,1745656920.0,1745648040.0,,1745648040.0,81,Long Delay,Unknown,1
NZ,ANZ,NZ9338,ANZ9338,9338,ACV,KACV,,1,2025-04-25 16:36,2025-04-25 23:36,2025-04-25 23:14,2025-04-26 06:14,2025-04-25 23:14,2025-04-26 06:14,SFO,KSFO,3,F9,4,2025-04-25 17:49,2025-04-26 00:49,2025-04-26 00:15,2025-04-26 07:15,2025-04-26 00:15,2025-04-26 07:15,OO,5539,OO5539,landed,73,386,398.0,386.0,,1745628540,1745624160,1745651700.0,1745648040.0,1745651700.0,1745648040.0,398,Long Delay,Unknown,3
CM,CMP,CM2470,CMP2470,2470,ACV,KACV,,1,2025-04-25 16:36,2025-04-25 23:36,2025-04-25 23:14,2025-04-26 06:14,2025-04-25 23:14,2025-04-26 06:14,SFO,KSFO,3,F9,4,2025-04-25 17:49,2025-04-26 00:49,2025-04-26 00:15,2025-04-26 07:15,2025-04-26 00:15,2025-04-26 07:15,OO,5539,OO5539,landed,73,386,398.0,386.0,,1745628540,1745624160,1745651700.0,1745648040.0,1745651700.0,1745648040.0,398,Long Delay,Unknown,3
OO,SKW,OO5539,SKW5539,5539,ACV,KACV,,1,2025-04-25 16:36,2025-04-25 23:36,2025-04-25 23:14,2025-04-26 06:14,2025-04-25 23:14,2025-04-26 06:14,SFO,KSFO,3,F9,4,2025-04-25 17:49,2025-04-26 00:49,2025-04-26 00:15,2025-04-26 07:15,2025-04-26 00:15,2025-04-26 07:15,,,,landed,73,386,398.0,386.0,,1745628540,1745624160,1745651700.0,1745648040.0,1745651700.0,1745648040.0,398,Long Delay,Unknown,3
QF,QFA,QF170,QFA170,170,CHC,NZCH,,I32,2025-04-26 15:45,2025-04-26 03:45,2025-04-26 18:15,2025-04-26 06:15,2025-04-26 18:15,2025-04-26 06:15,MEL,YMML,2,16B,,2025-04-26 17:35,2025-04-26 07:35,2025-04-26 19:40,2025-04-26 09:40,,,,,,active,230,125,150.0,125.0,B738,1745652900,1745639100,1745660400.0,1745648100.0,,1745648100.0,150,Long Delay,Unknown,2
UA,UAL,UA206,UAL206,206,BOG,SKBO,1,B2,2025-04-26 00:14,2025-04-26 05:14,2025-04-26 01:15,2025-04-26 06:15,2025-04-26 01:15,2025-04-26 06:15,IAH,KIAH,E,23,F7,2025-04-26 05:24,2025-04-26 10:24,2025-04-26 06:26,2025-04-26 11:26,,,,,,active,310,62,61.0,62.0,B38M,1745663040,1745644440,1745666760.0,1745648100.0,,1745648100.0,61,Long Delay,1,E
NZ,ANZ,NZ9955,ANZ9955,9955,BOG,SKBO,1,B2,2025-04-26 00:14,2025-04-26 05:14,2025-04-26 01:15,2025-04-26 06:15,2025-04-26 01:15,2025-04-26 06:15,IAH,KIAH,E,23,F7,2025-04-26 05:24,2025-04-26 10:24,2025-04-26 06:26,2025-04-26 11:26,,,UA,206,UA206,active,310,62,61.0,62.0,,1745663040,1745644440,1745666760.0,1745648100.0,,1745648100.0,61,Long Delay,1,E
NH,ANA,NH7051,ANA7051,7051,BOG,SKBO,1,B2,2025-04-26 00:14,2025-04-26 05:14,2025-04-26 01:15,2025-04-26 06:15,2025-04-26 01:15,2025-04-26 06:15,IAH,KIAH,E,23,F7,2025-04-26 05:24,2025-04-26 10:24,2025-04-26 06:26,2025-04-26 11:26,,,UA,206,UA206,active,310,62,61.0,62.0,,1745663040,1745644440,1745666760.0,1745648100.0,,1745648100.0,61,Long Delay,1,E
WN,SWA,WN368,SWA368,368,OAK,KOAK,2,26,2025-04-25 20:25,2025-04-26 03:25,2025-04-25 23:15,2025-04-26 06:15,2025-04-25 23:15,2025-04-26 06:15,SEA,KSEA,,,,2025-04-25 22:30,2025-04-26 05:30,2025-04-26 01:12,2025-04-26 08:12,,,,,,active,125,162,170.0,162.0,B38M,1745645400,1745637900,1745655120.0,1745648100.0,,1745648100.0,170,Long Delay,2,Unknown
HF,VRE,HF903,VRE903,903,JNB,FAOR,B,9,2025-04-26 05:45,2025-04-26 03:45,2025-04-26 08:15,2025-04-26 06:15,2025-04-26 08:15,2025-04-26 06:15,FIH,FZAA,2,,,2025-04-26 09:20,2025-04-26 08:20,2025-04-26 11:35,2025-04-26 10:35,,,,,,active,275,135,150.0,135.0,,1745655600,1745639100,1745663700.0,1745648100.0,,1745648100.0,150,Long Delay,B,2
MS,MSR,MS636,MSR636,636,EBL,ORER,,205,2025-04-26 07:00,2025-04-26 04:00,2025-04-26 09:15,2025-04-26 06:15,2025-04-26 09:15,2025-04-26 06:15,CAI,HECA,3,,,2025-04-26 09:35,2025-04-26 06:35,,,,,,,,active,155,135,135.0,,,1745649300,1745640000,,1745648100.0,,1745648100.0,135,Long Delay,Unknown,3
EK,UAE,EK5388,UAE5388,5388,CHC,NZCH,,I32,2025-04-26 15:45,2025-04-26 03:45,2025-04-26 18:15,2025-04-26 06:15,2025-04-26 18:15,2025-04-26 06:15,MEL,YMML,2,16B,,2025-04-26 17:35,2025-04-26 07:35,2025-04-26 19:40,2025-04-26 09:40,,,QF,170,QF170,active,230,125,150.0,125.0,,1745652900,1745639100,1745660400.0,1745648100.0,,1745648100.0,150,Long Delay,Unknown,2
AV,AVA,AV2246,AVA2246,2246,BOG,SKBO,1,B2,2025-04-26 00:14,2025-04-26 05:14,2025-04-26 01:15,2025-04-26 06:15,2025-04-26 01:15,2025-04-26 06:15,IAH,KIAH,E,23,F7,2025-04-26 05:24,2025-04-26 10:24,2025-04-26 06:26,2025-04-26 11:26,,,UA,206,UA206,active,310,62,61.0,62.0,,1745663040,1745644440,1745666760.0,1745648100.0,,1745648100.0,61,Long Delay,1,E
6E,IGO,6E4107,IGO4107,4107,IST,LTFM,,D7,2025-04-26 07:50,2025-04-26 04:50,2025-04-26 09:16,2025-04-26 06:16,2025-04-26 09:16,2025-04-26 06:16,VIE,LOWW,1,,,2025-04-26 09:05,2025-04-26 07:05,2025-04-26 10:31,2025-04-26 08:31,,,TK,1883,TK1883,active,135,86,86.0,86.0,,1745651100,1745643000,1745656260.0,1745648160.0,,1745648160.0,86,Long Delay,Unknown,1
KL,KLM,KL5682,KLM5682,5682,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,9E,5338,9E5338,active,69,314,296.0,314.0,,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
TK,THY,TK1883,THY1883,1883,IST,LTFM,,D7,2025-04-26 07:50,2025-04-26 04:50,2025-04-26 09:16,2025-04-26 06:16,2025-04-26 09:16,2025-04-26 06:16,VIE,LOWW,1,,,2025-04-26 09:05,2025-04-26 07:05,2025-04-26 10:31,2025-04-26 08:31,,,,,,active,135,86,86.0,86.0,A359,1745651100,1745643000,1745656260.0,1745648160.0,,1745648160.0,86,Long Delay,Unknown,1
DL,DAL,DL5338,DAL5338,5338,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,9E,5338,9E5338,active,69,314,296.0,314.0,CRJ9,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
VS,VIR,VS2700,VIR2700,2700,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,9E,5338,9E5338,active,69,314,296.0,314.0,,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
AF,AFR,AF2894,AFR2894,2894,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,9E,5338,9E5338,active,69,314,296.0,314.0,,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
OM,MGL,OM1139,MGL1139,1139,IST,LTFM,,D7,2025-04-26 07:50,2025-04-26 04:50,2025-04-26 09:16,2025-04-26 06:16,2025-04-26 09:16,2025-04-26 06:16,VIE,LOWW,1,,,2025-04-26 09:05,2025-04-26 07:05,2025-04-26 10:31,2025-04-26 08:31,,,TK,1883,TK1883,active,135,86,86.0,86.0,,1745651100,1745643000,1745656260.0,1745648160.0,,1745648160.0,86,Long Delay,Unknown,1
J2,AHY,J26883,AHY6883,6883,IST,LTFM,,D7,2025-04-26 07:50,2025-04-26 04:50,2025-04-26 09:16,2025-04-26 06:16,2025-04-26 09:16,2025-04-26 06:16,VIE,LOWW,1,,,2025-04-26 09:05,2025-04-26 07:05,2025-04-26 10:31,2025-04-26 08:31,,,TK,1883,TK1883,active,135,86,86.0,86.0,,1745651100,1745643000,1745656260.0,1745648160.0,,1745648160.0,86,Long Delay,Unknown,1
KE,KAL,KE7043,KAL7043,7043,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,9E,5338,9E5338,active,69,314,296.0,314.0,,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
9E,EDV,9E5338,EDV5338,5338,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,,,,active,69,314,296.0,314.0,,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
TG,THA,TG9050,THA9050,9050,IST,LTFM,,D7,2025-04-26 07:50,2025-04-26 04:50,2025-04-26 09:16,2025-04-26 06:16,2025-04-26 09:16,2025-04-26 06:16,VIE,LOWW,1,,,2025-04-26 09:05,2025-04-26 07:05,2025-04-26 10:31,2025-04-26 08:31,,,TK,1883,TK1883,active,135,86,86.0,86.0,,1745651100,1745643000,1745656260.0,1745648160.0,,1745648160.0,86,Long Delay,Unknown,1
AM,AMX,AM3503,AMX3503,3503,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,9E,5338,9E5338,active,69,314,296.0,314.0,,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
SK,SAS,SK3565,SAS3565,3565,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,9E,5338,9E5338,active,69,314,296.0,314.0,,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
WS,WJA,WS8707,WJA8707,8707,ATL,KATL,S,C31,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:16,2025-04-26 06:16,2025-04-26 02:16,2025-04-26 06:16,TRI,KTRI,,5,,2025-04-25 22:29,2025-04-26 02:29,2025-04-26 03:43,2025-04-26 07:43,,,9E,5338,9E5338,active,69,314,296.0,314.0,,1745634540,1745630400,1745653380.0,1745648160.0,,1745648160.0,296,Long Delay,S,Unknown
HU,CHH,HU7545,CHH7545,7545,LYG,ZSLG,,,2025-04-26 11:20,2025-04-26 03:20,2025-04-26 14:17,2025-04-26 06:17,2025-04-26 14:17,2025-04-26 06:17,HYN,ZSLQ,,,,2025-04-26 12:55,2025-04-26 04:55,2025-04-26 15:52,2025-04-26 07:52,,,,,,active,95,177,177.0,177.0,B738,1745643300,1745637600,1745653920.0,1745648220.0,,1745648220.0,177,Long Delay,Unknown,Unknown
VA,VOZ,VA5740,VOZ5740,5740,SIN,WSSS,2,F37,2025-04-26 13:15,2025-04-26 05:15,2025-04-26 14:18,2025-04-26 06:18,2025-04-26 14:18,2025-04-26 06:18,HKT,VTSP,,,,2025-04-26 14:10,2025-04-26 07:10,2025-04-26 15:12,2025-04-26 08:12,,,SQ,732,SQ732,active,115,63,63.0,62.0,,1745651400,1745644500,1745655120.0,1745648280.0,,1745648280.0,63,Long Delay,2,Unknown
SQ,SIA,SQ732,SIA732,732,SIN,WSSS,2,F37,2025-04-26 13:15,2025-04-26 05:15,2025-04-26 14:18,2025-04-26 06:18,2025-04-26 14:18,2025-04-26 06:18,HKT,VTSP,,,,2025-04-26 14:10,2025-04-26 07:10,2025-04-26 15:12,2025-04-26 08:12,,,,,,active,115,63,63.0,62.0,B38M,1745651400,1745644500,1745655120.0,1745648280.0,,1745648280.0,63,Long Delay,2,Unknown
NZ,ANZ,NZ3494,ANZ3494,3494,SIN,WSSS,2,F37,2025-04-26 13:15,2025-04-26 05:15,2025-04-26 14:18,2025-04-26 06:18,2025-04-26 14:18,2025-04-26 06:18,HKT,VTSP,,,,2025-04-26 14:10,2025-04-26 07:10,2025-04-26 15:12,2025-04-26 08:12,,,SQ,732,SQ732,active,115,63,63.0,62.0,,1745651400,1745644500,1745655120.0,1745648280.0,,1745648280.0,63,Long Delay,2,Unknown
PG,BKP,PG4726,BKP4726,4726,SIN,WSSS,2,F37,2025-04-26 13:15,2025-04-26 05:15,2025-04-26 14:18,2025-04-26 06:18,2025-04-26 14:18,2025-04-26 06:18,HKT,VTSP,,,,2025-04-26 14:10,2025-04-26 07:10,2025-04-26 15:12,2025-04-26 08:12,,,SQ,732,SQ732,active,115,63,63.0,62.0,,1745651400,1745644500,1745655120.0,1745648280.0,,1745648280.0,63,Long Delay,2,Unknown
AF,AFR,AF7241,AFR7241,7241,SIN,WSSS,2,F37,2025-04-26 13:15,2025-04-26 05:15,2025-04-26 14:18,2025-04-26 06:18,2025-04-26 14:18,2025-04-26 06:18,HKT,VTSP,,,,2025-04-26 14:10,2025-04-26 07:10,2025-04-26 15:12,2025-04-26 08:12,,,SQ,732,SQ732,active,115,63,63.0,62.0,,1745651400,1745644500,1745655120.0,1745648280.0,,1745648280.0,63,Long Delay,2,Unknown
KE,KAL,KE6734,KAL6734,6734,ATL,KATL,S,A7,2025-04-25 22:59,2025-04-26 02:59,2025-04-26 02:19,2025-04-26 06:19,2025-04-26 02:19,2025-04-26 06:19,JAX,KJAX,,A9,1,2025-04-26 00:08,2025-04-26 04:08,2025-04-26 03:19,2025-04-26 07:19,2025-04-26 03:19,2025-04-26 07:19,DL,2276,DL2276,landed,69,191,200.0,191.0,,1745640480,1745636340,1745651940.0,1745648340.0,1745651940.0,1745648340.0,200,Long Delay,S,Unknown
AM,AMX,AM3583,AMX3583,3583,ATL,KATL,S,A7,2025-04-25 22:59,2025-04-26 02:59,2025-04-26 02:19,2025-04-26 06:19,2025-04-26 02:19,2025-04-26 06:19,JAX,KJAX,,A9,1,2025-04-26 00:08,2025-04-26 04:08,2025-04-26 03:19,2025-04-26 07:19,2025-04-26 03:19,2025-04-26 07:19,DL,2276,DL2276,landed,69,191,200.0,191.0,,1745640480,1745636340,1745651940.0,1745648340.0,1745651940.0,1745648340.0,200,Long Delay,S,Unknown
LA,LAN,LA8491,LAN8491,8491,ATL,KATL,S,A7,2025-04-25 22:59,2025-04-26 02:59,2025-04-26 02:19,2025-04-26 06:19,2025-04-26 02:19,2025-04-26 06:19,JAX,KJAX,,A9,1,2025-04-26 00:08,2025-04-26 04:08,2025-04-26 03:19,2025-04-26 07:19,2025-04-26 03:19,2025-04-26 07:19,DL,2276,DL2276,landed,69,191,200.0,191.0,,1745640480,1745636340,1745651940.0,1745648340.0,1745651940.0,1745648340.0,200,Long Delay,S,Unknown
DL,DAL,DL2276,DAL2276,2276,ATL,KATL,S,A7,2025-04-25 22:59,2025-04-26 02:59,2025-04-26 02:19,2025-04-26 06:19,2025-04-26 02:19,2025-04-26 06:19,JAX,KJAX,,A9,1,2025-04-26 00:08,2025-04-26 04:08,2025-04-26 03:19,2025-04-26 07:19,2025-04-26 03:19,2025-04-26 07:19,,,,landed,69,191,200.0,191.0,,1745640480,1745636340,1745651940.0,1745648340.0,1745651940.0,1745648340.0,200,Long Delay,S,Unknown
KL,KLM,KL6862,KLM6862,6862,ATL,KATL,S,A7,2025-04-25 22:59,2025-04-26 02:59,2025-04-26 02:19,2025-04-26 06:19,2025-04-26 02:19,2025-04-26 06:19,JAX,KJAX,,A9,1,2025-04-26 00:08,2025-04-26 04:08,2025-04-26 03:19,2025-04-26 07:19,2025-04-26 03:19,2025-04-26 07:19,DL,2276,DL2276,landed,69,191,200.0,191.0,,1745640480,1745636340,1745651940.0,1745648340.0,1745651940.0,1745648340.0,200,Long Delay,S,Unknown
VJ,VJC,VJ1383,VJC1383,1383,UIH,VVPC,,,2025-04-26 11:40,2025-04-26 04:40,2025-04-26 13:19,2025-04-26 06:19,2025-04-26 13:19,2025-04-26 06:19,SGN,VVTS,1,,,2025-04-26 12:45,2025-04-26 05:45,2025-04-26 14:14,2025-04-26 07:14,2025-04-26 14:14,2025-04-26 07:14,,,,landed,65,89,,89.0,,1745646300,1745642400,1745651640.0,1745648340.0,1745651640.0,1745648340.0,99,Long Delay,Unknown,1
VS,VIR,VS3079,VIR3079,3079,ATL,KATL,S,A7,2025-04-25 22:59,2025-04-26 02:59,2025-04-26 02:19,2025-04-26 06:19,2025-04-26 02:19,2025-04-26 06:19,JAX,KJAX,,A9,1,2025-04-26 00:08,2025-04-26 04:08,2025-04-26 03:19,2025-04-26 07:19,2025-04-26 03:19,2025-04-26 07:19,DL,2276,DL2276,landed,69,191,200.0,191.0,,1745640480,1745636340,1745651940.0,1745648340.0,1745651940.0,1745648340.0,200,Long Delay,S,Unknown
BA,BAW,BA256,BAW256,256,DEL,VIDP,T3,17,2025-04-26 10:05,2025-04-26 04:35,2025-04-26 11:50,2025-04-26 06:20,2025-04-26 11:50,2025-04-26 06:20,LHR,EGLL,5,,,2025-04-26 15:25,2025-04-26 14:25,2025-04-26 16:47,2025-04-26 15:47,,,,,,active,590,82,105.0,82.0,A35K,1745677500,1745642100,1745682420.0,1745648400.0,,1745648400.0,105,Long Delay,T3,5
AA,AAL,AA6664,AAL6664,6664,DEL,VIDP,T3,17,2025-04-26 10:05,2025-04-26 04:35,2025-04-26 11:50,2025-04-26 06:20,2025-04-26 11:50,2025-04-26 06:20,LHR,EGLL,5,,,2025-04-26 15:25,2025-04-26 14:25,2025-04-26 16:47,2025-04-26 15:47,,,BA,256,BA256,active,590,82,105.0,82.0,,1745677500,1745642100,1745682420.0,1745648400.0,,1745648400.0,105,Long Delay,T3,5
